run_id,quant_mode,iteration,policy_cuda_ms,policy_wall_ms,step_1_ms,step_2_ms,step_3_ms,step_4_ms,step_5_ms,gpu_allocated_mb,gpu_reserved_mb
20260729T181736_int4_wo_98cc4c,int4_weight_only,148,1493.4707,1493.66264,268.60327,268.61978,268.66675,268.85529,268.78873,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,149,1502.57507,1502.61809,269.1236,268.93005,268.47949,268.58701,268.61157,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,150,1491.07349,1491.11598,268.63718,268.64539,268.43237,268.66791,268.60953,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,151,1492.46313,1492.49712,268.5614,268.96695,268.45285,268.39246,268.3136,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,152,1491.59668,1491.63096,268.69043,268.94534,268.63922,268.65152,268.40677,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,153,1558.63879,1558.69832,268.53369,268.20096,268.28391,268.62399,268.75494,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,154,1544.68701,1544.73397,268.76724,268.67813,269.56287,268.8215,268.16409,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,155,1488.69263,1488.72073,268.48663,268.41702,268.24908,268.14362,268.18152,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,156,1519.36121,1519.39403,268.55527,268.76416,268.67609,268.5737,268.58594,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,157,1494.35474,1494.55065,268.61774,268.57062,268.80411,268.54297,270.10559,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,158,1543.41101,1543.48245,269.34271,268.86246,269.02631,268.82861,268.27982,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,159,1529.90759,1529.93783,270.05338,269.71954,269.63763,269.71545,269.66119,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,160,1494.71606,1494.76267,269.86496,269.54034,269.76562,269.48917,269.71545,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,161,1524.03064,1524.22845,270.09433,270.03696,270.10764,269.94083,269.73389,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,162,1499.98486,1500.04751,269.84152,269.52908,270.03085,269.69089,269.91513,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,163,1492.11035,1492.28,268.4375,269.10104,268.30951,268.37915,268.52148,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,164,1504.42932,1504.46907,269.88544,270.30118,269.78918,270.28891,270.04001,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,165,1492.84924,1492.9055,268.70578,268.5614,268.79794,268.2327,268.26852,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,166,1490.61694,1490.65392,268.52249,268.1712,268.4252,268.19482,268.56549,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,167,1496.86987,1496.92857,269.92743,270.03903,269.47891,269.77786,269.85284,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,168,1576.65723,1576.89834,269.22495,269.2782,269.39288,269.65607,268.43753,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,169,1508.22742,1508.43809,269.21869,269.20346,268.96179,269.34888,269.36319,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,170,1498.05713,1498.14177,269.12051,269.57825,268.73547,269.06522,268.44888,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,171,1497.06921,1497.26236,268.96381,269.24133,269.12869,269.33978,269.66019,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,172,1494.2356,1494.29512,269.47699,268.83801,268.72217,268.52762,268.84607,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,173,1497.0437,1497.11525,269.1922,268.72421,268.81741,268.84711,269.11847,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,174,1494.75928,1494.79869,269.02927,268.42419,269.17172,268.79077,268.74265,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,175,1495.58484,1495.62542,269.15942,269.75336,268.52045,268.85019,269.0181,1547.831,2790.0
